Unnamed: 0,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_19598845-exonerate_est2genome-gene-0.0-mRNA-2,"RecName: Full=1,4-dihydroxy-2-naphthoyl-CoA synthase; Short=DHNA-CoA synthase",130,16.0,7.44967e-45,72.42,8.0,P:GO:0009234; P:GO:0042372; F:GO:0005515; F:GO:0008935; F:GO:0071890; C:GO:0005777; C:GO:0005829; C:GO:0009536,"P:menaquinone biosynthetic process; P:phylloquinone biosynthetic process; F:protein binding; F:1,4-dihydroxy-2-naphthoyl-CoA synthase activity; F:bicarbonate binding; C:peroxisome; C:cytosol; C:plastid",EC:4.1.3.36,"1,4-dihydroxy-2-naphthoyl-CoA synthase",IPR001753 (PFAM); G3DSA:3.90.226.10 (GENE3D); IPR010198 (PANTHER); IPR029045 (SUPERFAMILY),P:GO:0009234; F:GO:0003824; F:GO:0008935,"P:menaquinone biosynthetic process; F:catalytic activity; F:1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_61828_SNP_5464180-exonerate_protein2genome-gene-0.0-mRNA-3,---NA---,129,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_61828_SNP_5464180-exonerate_protein2genome-gene-0.2-mRNA-2,---NA---,128,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_61828_SNP_5464180-exonerate_protein2genome-gene-0.0-mRNA-2,"RecName: Full=Serine/arginine-rich splicing factor 2; AltName: Full=Splicing component, 35 kDa; AltName: Full=Splicing factor SC35; Short=SC-35; AltName: Full=Splicing factor, arginine/serine-rich 2",126,20.0,2.0471399999999997e-65,65.66,36.0,P:GO:0000278; P:GO:0000381; P:GO:0000395; P:GO:0007369; P:GO:0009792; P:GO:0016477; P:GO:0022008; P:GO:0030308; P:GO:0033197; P:GO:0034063; P:GO:0048025; P:GO:0048255; P:GO:0048793; P:GO:0060212; P:GO:0070417; P:GO:0072004; P:GO:1901002; P:GO:1902806; F:GO:0003714; F:GO:0003730; F:GO:0005080; F:GO:0008266; F:GO:0019904; F:GO:0030371; F:GO:0036002; F:GO:0042802; F:GO:0043022; F:GO:0070181; C:GO:0005681; C:GO:0005726; C:GO:0005829; C:GO:0009507; C:GO:0010494; C:GO:0016607; C:GO:0035061; C:GO:0048471,"P:mitotic cell cycle; P:regulation of alternative mRNA splicing, via spliceosome; P:mRNA 5'-splice site recognition; P:gastrulation; P:embryo development ending in birth or egg hatching; P:cell migration; P:neurogenesis; P:negative regulation of cell growth; P:response to vitamin E; P:stress granule assembly; P:negative regulation of mRNA splicing, via spliceosome; P:mRNA stabilization; P:pronephros development; P:negative regulation of nuclear-transcribed mRNA poly(A) tail shortening; P:cellular response to cold; P:kidney field specification; P:positive regulation of response to salt stress; P:regulation of cell cycle G1/S phase transition; F:transcription corepressor activity; F:mRNA 3'-UTR binding; F:protein kinase C binding; F:poly(U) RNA binding; F:protein domain specific binding; F:translation repressor activity; F:pre-mRNA binding; F:identical protein binding; F:ribosome binding; F:small ribosomal subunit rRNA binding; C:spliceosomal complex; C:perichromatin fibrils; C:cytosol; C:chloroplast; C:cytoplasmic stress granule; C:nuclear speck; C:interchromatin granule; C:perinuclear region of cytoplasm",,,IPR003954 (SMART); IPR000504 (SMART); IPR012677 (G3DSA:3.30.70.GENE3D); IPR000504 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23147 (PANTHER); PTHR23147:SF161 (PANTHER); IPR000504 (PROSITE_PROFILES); IPR035979 (SUPERFAMILY),F:GO:0003676; F:GO:0003723,F:nucleic acid binding; F:RNA binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_61262_SNP_4536745-exonerate_protein2genome-gene-0.2-mRNA-5,RecName: Full=Cytochrome P450 71D18; AltName: Full=(-)-(4S)-Limonene-6-hydroxylase,125,20.0,2.0700399999999997e-71,74.13,10.0,P:GO:0009699; P:GO:0035835; P:GO:0051762; F:GO:0005506; F:GO:0018675; F:GO:0020037; F:GO:0102311; F:GO:0102934; C:GO:0005789; C:GO:0016021,P:phenylpropanoid biosynthetic process; P:indole alkaloid biosynthetic process; P:sesquiterpene biosynthetic process; F:iron ion binding; F:(S)-limonene 6-monooxygenase activity; F:heme binding; F:8-hydroxygeraniol dehydrogenase activity; F:costunolide synthase activity; C:endoplasmic reticulum membrane; C:integral component of membrane,EC:1.14.14.51; EC:1.1.1.324; EC:1.14.13; EC:1.14.14.150,"(S)-limonene 6-monooxygenase; 8-hydroxygeraniol dehydrogenase; Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Costunolide synthase",IPR002401 (PRINTS); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PTHR24298 (PANTHER); PTHR24298:SF701 (PANTHER); IPR036396 (SUPERFAMILY),F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037,"F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding"
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_23621_SNP_2087672-exonerate_protein2genome-gene-0.2-mRNA-1,---NA---,118,,,,,,,,,PTHR32166 (PANTHER); PTHR32166:SF63 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_24083_SNP_9244149-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=Small RNA 2'-O-methyltransferase; AltName: Full=HEN1 methyltransferase homolog 1,117,8.0,2.7760400000000004e-44,54.74,17.0,P:GO:0009616; P:GO:0009909; P:GO:0010093; P:GO:0010305; P:GO:0010589; P:GO:0030422; P:GO:0032259; P:GO:0034587; P:GO:0035196; P:GO:0035279; P:GO:0048477; F:GO:0003723; F:GO:0008171; F:GO:0008173; F:GO:0046872; C:GO:0005634; C:GO:0005737,P:RNAi-mediated antiviral immune response; P:regulation of flower development; P:specification of floral organ identity; P:leaf vascular tissue pattern formation; P:leaf proximal/distal pattern formation; P:production of siRNA involved in post-transcriptional gene silencing by RNA; P:methylation; P:piRNA metabolic process; P:miRNA maturation; P:miRNA-mediated gene silencing by mRNA destabilization; P:oogenesis; F:RNA binding; F:O-methyltransferase activity; F:RNA methyltransferase activity; F:metal ion binding; C:nucleus; C:cytoplasm,EC:2.1.1,Transferring one-carbon groups,IPR029063 (G3DSA:3.40.50.GENE3D); IPR013217 (PFAM); IPR026610 (PANTHER); IPR029063 (SUPERFAMILY),P:GO:0001510; F:GO:0008171; F:GO:0008173,P:RNA methylation; F:O-methyltransferase activity; F:RNA methyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_2850933-exonerate_protein2genome-gene-0.1-mRNA-5,RecName: Full=Putative disease resistance protein RGA4; AltName: Full=RGA4-blb,112,8.0,1.62357e-11,61.39,2.0,F:GO:0000166; F:GO:0005515,F:nucleotide binding; F:protein binding,,,G3DSA:1.20.5.4130 (GENE3D); IPR041118 (PFAM); PTHR23155:SF1113 (PANTHER); IPR044974 (PANTHER); IPR038005 (CDD),P:GO:0006952,P:defense response
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_2850933-exonerate_protein2genome-gene-0.3-mRNA-1,RecName: Full=Thioredoxin; Short=Trx,110,20.0,4.07331e-59,69.89,41.0,P:GO:0000011; P:GO:0000103; P:GO:0000122; P:GO:0006457; P:GO:0006749; P:GO:0006888; P:GO:0006890; P:GO:0009314; P:GO:0010109; P:GO:0010269; P:GO:0014823; P:GO:0033138; P:GO:0042144; P:GO:0043388; P:GO:0045454; P:GO:0046826; P:GO:0048678; P:GO:0051776; P:GO:0071236; P:GO:0071333; P:GO:0071455; P:GO:0071466; P:GO:0071548; P:GO:0071731; P:GO:0080058; P:GO:0097068; P:GO:1903206; P:GO:2000170; F:GO:0016671; F:GO:0019899; F:GO:0042803; F:GO:0047134; C:GO:0000806; C:GO:0005576; C:GO:0005654; C:GO:0005829; C:GO:0009570; C:GO:0030424; C:GO:0030425; C:GO:0031969; C:GO:0043025,"P:vacuole inheritance; P:sulfate assimilation; P:negative regulation of transcription by RNA polymerase II; P:protein folding; P:glutathione metabolic process; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; P:response to radiation; P:regulation of photosynthesis; P:response to selenium ion; P:response to activity; P:positive regulation of peptidyl-serine phosphorylation; P:vacuole fusion, non-autophagic; P:positive regulation of DNA binding; P:cell redox homeostasis; P:negative regulation of protein export from nucleus; P:response to axon injury; P:detection of redox state; P:cellular response to antibiotic; P:cellular response to glucose stimulus; P:cellular response to hyperoxia; P:cellular response to xenobiotic stimulus; P:response to dexamethasone; P:response to nitric oxide; P:protein deglutathionylation; P:response to thyroxine; P:negative regulation of hydrogen peroxide-induced cell death; P:positive regulation of peptidyl-cysteine S-nitrosylation; F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; F:enzyme binding; F:protein homodimerization activity; F:protein-disulfide reductase (NAD(P)) activity; C:Y chromosome; C:extracellular region; C:nucleoplasm; C:cytosol; C:chloroplast stroma; C:axon; C:dendrite; C:chloroplast membrane; C:neuronal cell body",EC:1.8.4; EC:1.8.1.8,Acting on a sulfur group of donors; Protein-disulfide reductase,IPR013766 (PFAM); G3DSA:3.40.30.10 (GENE3D); PTHR43601:SF9 (PANTHER); PTHR43601 (PANTHER); IPR013766 (PROSITE_PROFILES); cd02947 (CDD); IPR036249 (SUPERFAMILY),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62189_SNP_1927409-exonerate_est2genome-gene-0.2-mRNA-1,RecName: Full=ABC transporter D family member 1; Short=ABC transporter ABCD.1; Short=AtABCD1; AltName: Full=Peroxisomal ABC transporter 1; Short=AtPXA1; AltName: Full=Protein ACETATE NON-UTILIZING 2; AltName: Full=Protein COMATOSE; AltName: Full=Protein PEROXISOME DEFECTIVE 3; Short=Ped3p,106,1.0,5.517830000000001e-56,97.12,11.0,P:GO:0006635; P:GO:0007031; P:GO:0015910; P:GO:0015916; P:GO:0042760; F:GO:0005324; F:GO:0005515; F:GO:0005524; F:GO:0015607; C:GO:0016021; C:GO:0046861,P:fatty acid beta-oxidation; P:peroxisome organization; P:long-chain fatty acid import into peroxisome; P:fatty-acyl-CoA transport; P:very long-chain fatty acid catabolic process; F:long-chain fatty acid transporter activity; F:protein binding; F:ATP binding; F:ABC-type fatty-acyl-CoA transporter activity; C:integral component of membrane; C:glyoxysomal membrane,EC:7.6.2.4,ABC-type fatty-acyl-CoA transporter,PTHR11384 (PANTHER); PTHR11384:SF56 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_17365_SNP_7371028-exonerate_est2genome-gene-0.1-mRNA-1,RecName: Full=Unconventional myosin-XV; AltName: Full=Unconventional myosin-15,105,20.0,5.977719999999999e-64,85.91,44.0,P:GO:0006909; P:GO:0007015; P:GO:0007097; P:GO:0007605; P:GO:0007626; P:GO:0009847; P:GO:0009860; P:GO:0010091; P:GO:0010154; P:GO:0030050; P:GO:0031589; P:GO:0033275; P:GO:0042472; P:GO:0046847; P:GO:0048467; P:GO:0048768; P:GO:0051301; P:GO:0051645; P:GO:0051646; P:GO:0060151; P:GO:0090436; P:GO:0140027; P:GO:2000769; F:GO:0000146; F:GO:0005516; F:GO:0005524; F:GO:0008017; F:GO:0016787; F:GO:0042802; F:GO:0043531; F:GO:0043621; F:GO:0051015; C:GO:0001891; C:GO:0005829; C:GO:0005938; C:GO:0016461; C:GO:0030133; C:GO:0031164; C:GO:0031252; C:GO:0031965; C:GO:0032420; C:GO:0032433; C:GO:0035619; C:GO:0042641,P:phagocytosis; P:actin filament organization; P:nuclear migration; P:sensory perception of sound; P:locomotory behavior; P:spore germination; P:pollen tube growth; P:trichome branching; P:fruit development; P:vesicle transport along actin filament; P:cell-substrate adhesion; P:actin-myosin filament sliding; P:inner ear morphogenesis; P:filopodium assembly; P:gynoecium development; P:root hair cell tip growth; P:cell division; P:Golgi localization; P:mitochondrion localization; P:peroxisome localization; P:leaf pavement cell development; P:contractile vacuole localization; P:regulation of establishment or maintenance of cell polarity regulating cell shape; F:microfilament motor activity; F:calmodulin binding; F:ATP binding; F:microtubule binding; F:hydrolase activity; F:identical protein binding; F:ADP binding; F:protein self-association; F:actin filament binding; C:phagocytic cup; C:cytosol; C:cell cortex; C:unconventional myosin complex; C:transport vesicle; C:contractile vacuolar membrane; C:cell leading edge; C:nuclear membrane; C:stereocilium; C:filopodium tip; C:root hair tip; C:actomyosin,EC:3; EC:5.6.1.8,Hydrolases; Myosin ATPase,G3DSA:1.20.58.530 (GENE3D); IPR001609 (PFAM); PTHR13140 (PANTHER); PTHR13140:SF799 (PANTHER); IPR001609 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY),F:GO:0003774; F:GO:0005524; C:GO:0016459,F:cytoskeletal motor activity; F:ATP binding; C:myosin complex
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_2850933-exonerate_protein2genome-gene-0.1-mRNA-6,RecName: Full=Putative disease resistance protein RGA4; AltName: Full=RGA4-blb,102,7.0,1.13517e-11,62.22,3.0,P:GO:0098542; F:GO:0000166; F:GO:0005515,P:defense response to other organism; F:nucleotide binding; F:protein binding,,,IPR041118 (PFAM); G3DSA:1.20.5.4130 (GENE3D); PTHR23155:SF1113 (PANTHER); IPR044974 (PANTHER); IPR038005 (CDD),P:GO:0006952,P:defense response
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63200_SNP_3462418-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=Small GTPase LIP1; AltName: Full=Protein LIGHT INSENSITIVE PERIOD 1,102,2.0,1.2065799999999999e-31,67.49,9.0,P:GO:0006886; P:GO:0009640; P:GO:0032922; F:GO:0000166; F:GO:0003924; F:GO:0005515; C:GO:0005634; C:GO:0005737; C:GO:0012505,P:intracellular protein transport; P:photomorphogenesis; P:circadian regulation of gene expression; F:nucleotide binding; F:GTPase activity; F:protein binding; C:nucleus; C:cytoplasm; C:endomembrane system,EC:3.6.1,Acting on acid anhydrides,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR24073 (PANTHER); PTHR24073:SF1142 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59870_SNP_8709701-exonerate_protein2genome-gene-0.0-mRNA-1,RecName: Full=NAD(P)H dehydrogenase (quinone); AltName: Full=Flavoprotein WrbA; AltName: Full=NAD(P)H:quinone oxidoreductase; Short=NQO,97,20.0,9.458660000000001e-34,59.68,7.0,P:GO:0071365; F:GO:0000166; F:GO:0003955; F:GO:0005515; F:GO:0043168; C:GO:0016020; C:GO:0031934,P:cellular response to auxin stimulus; F:nucleotide binding; F:NAD(P)H dehydrogenase (quinone) activity; F:protein binding; F:anion binding; C:membrane; C:mating-type region heterochromatin,EC:1.6.5.2,NAD(P)H dehydrogenase (quinone),IPR029039 (G3DSA:3.40.50.GENE3D); PTHR30546:SF3 (PANTHER); PTHR30546 (PANTHER); IPR008254 (PROSITE_PROFILES); IPR029039 (SUPERFAMILY),F:GO:0010181,F:FMN binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9666_SNP_5105659-exonerate_protein2genome-gene-0.1-mRNA-4,RecName: Full=Ras-related protein Rab11C,96,20.0,1.7367600000000002e-53,76.12,9.0,P:GO:0000911; P:GO:0006886; P:GO:0042546; F:GO:0003924; F:GO:0005525; C:GO:0005886; C:GO:0009504; C:GO:0031901; C:GO:0032588,P:cytokinesis by cell plate formation; P:intracellular protein transport; P:cell wall biogenesis; F:GTPase activity; F:GTP binding; C:plasma membrane; C:cell plate; C:early endosome membrane; C:trans-Golgi network membrane,EC:3.6.1,Acting on acid anhydrides,SM00175 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR001806 (PFAM); PTHR47978 (PANTHER); PTHR47978:SF33 (PANTHER); IPR001806 (PROSITE_PROFILES); PS51419 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY),F:GO:0003924; F:GO:0005525,F:GTPase activity; F:GTP binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63432_SNP_2670146-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=Histidine kinase 4; AltName: Full=Arabidopsis histidine kinase 4; Short=AtHK4; AltName: Full=Cytokinin receptor CYTOKININ RESPONSE 1; Short=AtCRE1; Short=Cytokinin receptor CRE1; AltName: Full=Phosphoprotein phosphatase AHK4; AltName: Full=Protein AUTHENTIC HIS-KINASE 4; AltName: Full=Protein ROOT AS IN WOL 1; AltName: Full=Protein WOODEN LEG,91,9.0,1.25808e-37,73.56,35.0,P:GO:0000160; P:GO:0002229; P:GO:0006470; P:GO:0007231; P:GO:0008272; P:GO:0009414; P:GO:0009636; P:GO:0009651; P:GO:0009736; P:GO:0009909; P:GO:0010029; P:GO:0010086; P:GO:0010087; P:GO:0010150; P:GO:0010271; P:GO:0016036; P:GO:0018106; P:GO:0033500; P:GO:0034757; P:GO:0042742; P:GO:0048509; P:GO:0070417; P:GO:0071215; P:GO:0071329; P:GO:0080117; F:GO:0000155; F:GO:0004675; F:GO:0009885; F:GO:0017018; F:GO:0019955; F:GO:0042802; F:GO:0043424; C:GO:0005789; C:GO:0005886; C:GO:0016021,P:phosphorelay signal transduction system; P:defense response to oomycetes; P:protein dephosphorylation; P:osmosensory signaling pathway; P:sulfate transport; P:response to water deprivation; P:response to toxic substance; P:response to salt stress; P:cytokinin-activated signaling pathway; P:regulation of flower development; P:regulation of seed germination; P:embryonic root morphogenesis; P:phloem or xylem histogenesis; P:leaf senescence; P:regulation of chlorophyll catabolic process; P:cellular response to phosphate starvation; P:peptidyl-histidine phosphorylation; P:carbohydrate homeostasis; P:negative regulation of iron ion transport; P:defense response to bacterium; P:regulation of meristem development; P:cellular response to cold; P:cellular response to abscisic acid stimulus; P:cellular response to sucrose stimulus; P:secondary growth; F:phosphorelay sensor kinase activity; F:transmembrane receptor protein serine/threonine kinase activity; F:transmembrane histidine kinase cytokinin receptor activity; F:myosin phosphatase activity; F:cytokine binding; F:identical protein binding; F:protein histidine kinase binding; C:endoplasmic reticulum membrane; C:plasma membrane; C:integral component of membrane,EC:3.1.3.16; EC:2.7.3; EC:2.7.13.3; EC:2.7.11.30,Protein-serine/threonine phosphatase; Transferring phosphorus-containing groups; Histidine kinase; Receptor protein serine/threonine kinase,IPR042240 (G3DSA:3.30.450.GENE3D); IPR006189 (PFAM); PTHR43719:SF51 (PANTHER); PTHR43719 (PANTHER); IPR006189 (PROSITE_PROFILES),no GO terms,no GO terms
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_9534_SNP_2850933-exonerate_est2genome-gene-0.0-mRNA-2,---NA---,91,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_24083_SNP_9244149-exonerate_est2genome-gene-0.0-mRNA-2,RecName: Full=Small RNA 2'-O-methyltransferase; AltName: Full=Protein CORYMBOSA 2; AltName: Full=Protein HUA ENHANCER 1; AltName: Full=S-adenosylmethionine-dependent RNA methyltransferase HEN1,78,1.0,6.31558e-08,57.14,10.0,P:GO:0009616; P:GO:0009909; P:GO:0010093; P:GO:0010305; P:GO:0010589; P:GO:0035196; P:GO:0035279; F:GO:0008173; C:GO:0005634; C:GO:0005737,P:RNAi-mediated antiviral immune response; P:regulation of flower development; P:specification of floral organ identity; P:leaf vascular tissue pattern formation; P:leaf proximal/distal pattern formation; P:miRNA maturation; P:miRNA-mediated gene silencing by mRNA destabilization; F:RNA methyltransferase activity; C:nucleus; C:cytoplasm,EC:2.1.1,Transferring one-carbon groups,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_2850933-exonerate_protein2genome-gene-0.1-mRNA-7,RecName: Full=Putative disease resistance protein RGA4; AltName: Full=RGA4-blb,77,5.0,3.17246e-09,62.92,1.0,F:GO:0000166,F:nucleotide binding,,,IPR041118 (PFAM); G3DSA:1.20.5.4130 (GENE3D),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_23621_SNP_2087672-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=26S proteasome non-ATPase regulatory subunit 2,74,11.0,1.33394e-31,70.58,18.0,P:GO:0006972; P:GO:0009751; P:GO:0042176; P:GO:0043161; P:GO:0045087; P:GO:0050790; P:GO:0051726; F:GO:0030234; F:GO:0043130; C:GO:0005576; C:GO:0005654; C:GO:0005764; C:GO:0005776; C:GO:0005829; C:GO:0008540; C:GO:0034515; C:GO:0034774; C:GO:1904813,"P:hyperosmotic response; P:response to salicylic acid; P:regulation of protein catabolic process; P:proteasome-mediated ubiquitin-dependent protein catabolic process; P:innate immune response; P:regulation of catalytic activity; P:regulation of cell cycle; F:enzyme regulator activity; F:ubiquitin binding; C:extracellular region; C:nucleoplasm; C:lysosome; C:autophagosome; C:cytosol; C:proteasome regulatory particle, base subcomplex; C:proteasome storage granule; C:secretory granule lumen; C:ficolin-1-rich granule lumen",,,IPR011989 (G3DSA:1.25.10.GENE3D); PTHR10943 (PANTHER); PTHR10943:SF12 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9534_SNP_2850933-exonerate_protein2genome-gene-0.1-mRNA-8,RecName: Full=Disease resistance protein RGA2; AltName: Full=Blight resistance protein RPI; AltName: Full=RGA2-blb,71,5.0,1.39845e-09,69.57,3.0,F:GO:0005515; F:GO:0032559; F:GO:0043168,F:protein binding; F:adenyl ribonucleotide binding; F:anion binding,,,IPR041118 (PFAM); G3DSA:1.20.5.4130 (GENE3D),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62189_SNP_1927409-exonerate_est2genome-gene-0.1-mRNA-1,RecName: Full=ABC transporter D family member 1; Short=ABC transporter ABCD.1; Short=AtABCD1; AltName: Full=Peroxisomal ABC transporter 1; Short=AtPXA1; AltName: Full=Protein ACETATE NON-UTILIZING 2; AltName: Full=Protein COMATOSE; AltName: Full=Protein PEROXISOME DEFECTIVE 3; Short=Ped3p,69,1.0,1.90404e-33,94.12,11.0,P:GO:0006635; P:GO:0007031; P:GO:0015910; P:GO:0015916; P:GO:0042760; F:GO:0005324; F:GO:0005515; F:GO:0005524; F:GO:0015607; C:GO:0016021; C:GO:0046861,P:fatty acid beta-oxidation; P:peroxisome organization; P:long-chain fatty acid import into peroxisome; P:fatty-acyl-CoA transport; P:very long-chain fatty acid catabolic process; F:long-chain fatty acid transporter activity; F:protein binding; F:ATP binding; F:ABC-type fatty-acyl-CoA transporter activity; C:integral component of membrane; C:glyoxysomal membrane,EC:7.6.2.4,ABC-type fatty-acyl-CoA transporter,IPR011527 (PFAM); PTHR11384:SF56 (PANTHER); PTHR11384 (PANTHER),P:GO:0055085; F:GO:0005524; F:GO:0140359; C:GO:0016021,P:transmembrane transport; F:ATP binding; F:ABC-type transporter activity; C:integral component of membrane
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_9666_SNP_5105659-exonerate_protein2genome-gene-0.1-mRNA-5,---NA---,67,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_62932_SNP_4009105-exonerate_est2genome-gene-0.1-mRNA-1,---NA---,66,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_52789_SNP_2593286-exonerate_est2genome-gene-0.0-mRNA-1,---NA---,65,,,,,,,,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63323_SNP_2650799-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=50S ribosomal protein L20,57,6.0,4.5952e-09,77.46,5.0,P:GO:0000027; P:GO:0006412; F:GO:0003735; F:GO:0019843; C:GO:0022625,P:ribosomal large subunit assembly; P:translation; F:structural constituent of ribosome; F:rRNA binding; C:cytosolic large ribosomal subunit,,,IPR035566 (G3DSA:1.10.1900.GENE3D); PTHR10986:SF16 (PANTHER); IPR005813 (PANTHER); IPR035566 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; F:GO:0019843; C:GO:0005840,P:translation; F:structural constituent of ribosome; F:rRNA binding; C:ribosome
