	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62942_SNP_1452977-exonerate_est2genome-gene-0.0-mRNA-2	RecName: Full=Laccase-20; AltName: Full=Benzenediol:oxygen oxidoreductase 20; AltName: Full=Diphenol oxidase 20; AltName: Full=Urishiol oxidase 20; Flags: Precursor	289	20	1.96444E-120	59.53	9	P:GO:0006979; P:GO:0009932; P:GO:0048585; P:GO:0080134; F:GO:0005507; F:GO:0016682; C:GO:0005576; C:GO:0009505; C:GO:0046658	P:response to oxidative stress; P:cell tip growth; P:negative regulation of response to stimulus; P:regulation of response to stress; F:copper ion binding; F:oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor; C:extracellular region; C:plant-type cell wall; C:anchored component of plasma membrane	EC:1.10.3	Acting on diphenols and related substances as donors	IPR011707 (PFAM); IPR008972 (G3DSA:2.60.40.GENE3D); IPR008972 (G3DSA:2.60.40.GENE3D); IPR001117 (PFAM); PTHR11709:SF270 (PANTHER); IPR045087 (PANTHER); IPR008972 (SUPERFAMILY); IPR008972 (SUPERFAMILY)	F:GO:0005507	F:copper ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-16	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	271	20	1.82071E-144	68.24	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:chloroplast	EC:3.1	Acting on ester bonds	IPR002885 (TIGRFAM); IPR032867 (PFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PS51257 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.0-mRNA-2	---NA---	255									IPR025315 (PFAM); PTHR31325 (PANTHER); PTHR31325:SF211 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_19888_SNP_3195966-exonerate_est2genome-gene-0.0-mRNA-2	RecName: Full=Methionine aminopeptidase 1; Short=MAP 1; Short=MetAP 1; AltName: Full=Peptidase M 1	249	20	9.55151E-169	75.76	16	P:GO:0006417; P:GO:0006555; P:GO:0010629; P:GO:0018206; P:GO:0031365; P:GO:0035551; F:GO:0003729; F:GO:0005506; F:GO:0005515; F:GO:0016151; F:GO:0030145; F:GO:0050897; F:GO:0070006; C:GO:0005739; C:GO:0009507; C:GO:0022626	P:regulation of translation; P:methionine metabolic process; P:negative regulation of gene expression; P:peptidyl-methionine modification; P:N-terminal protein amino acid modification; P:protein initiator methionine removal involved in protein maturation; F:mRNA binding; F:iron ion binding; F:protein binding; F:nickel cation binding; F:manganese ion binding; F:cobalt ion binding; F:metalloaminopeptidase activity; C:mitochondrion; C:chloroplast; C:cytosolic ribosome	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001714 (PRINTS); IPR002467 (TIGRFAM); IPR000994 (PFAM); IPR036005 (G3DSA:3.90.230.GENE3D); PTHR43330 (PANTHER); PTHR43330:SF7 (PANTHER); IPR002467 (HAMAP); IPR002467 (CDD); IPR036005 (SUPERFAMILY)	P:GO:0006508; F:GO:0070006	P:proteolysis; F:metalloaminopeptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_19888_SNP_3195966-exonerate_est2genome-gene-0.0-mRNA-3	RecName: Full=Methionine aminopeptidase 1; Short=MAP 1; Short=MetAP 1; AltName: Full=Peptidase M 1	249	20	9.55151E-169	75.76	16	P:GO:0006417; P:GO:0006555; P:GO:0010629; P:GO:0018206; P:GO:0031365; P:GO:0035551; F:GO:0003729; F:GO:0005506; F:GO:0005515; F:GO:0016151; F:GO:0030145; F:GO:0050897; F:GO:0070006; C:GO:0005739; C:GO:0009507; C:GO:0022626	P:regulation of translation; P:methionine metabolic process; P:negative regulation of gene expression; P:peptidyl-methionine modification; P:N-terminal protein amino acid modification; P:protein initiator methionine removal involved in protein maturation; F:mRNA binding; F:iron ion binding; F:protein binding; F:nickel cation binding; F:manganese ion binding; F:cobalt ion binding; F:metalloaminopeptidase activity; C:mitochondrion; C:chloroplast; C:cytosolic ribosome	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001714 (PRINTS); IPR000994 (PFAM); IPR036005 (G3DSA:3.90.230.GENE3D); IPR002467 (TIGRFAM); PTHR43330 (PANTHER); PTHR43330:SF7 (PANTHER); IPR002467 (HAMAP); IPR002467 (CDD); IPR036005 (SUPERFAMILY)	P:GO:0006508; F:GO:0070006	P:proteolysis; F:metalloaminopeptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_19888_SNP_3195966-exonerate_est2genome-gene-0.0-mRNA-4	RecName: Full=Methionine aminopeptidase 1; Short=MAP 1; Short=MetAP 1; AltName: Full=Peptidase M 1	249	20	9.55151E-169	75.76	16	P:GO:0006417; P:GO:0006555; P:GO:0010629; P:GO:0018206; P:GO:0031365; P:GO:0035551; F:GO:0003729; F:GO:0005506; F:GO:0005515; F:GO:0016151; F:GO:0030145; F:GO:0050897; F:GO:0070006; C:GO:0005739; C:GO:0009507; C:GO:0022626	P:regulation of translation; P:methionine metabolic process; P:negative regulation of gene expression; P:peptidyl-methionine modification; P:N-terminal protein amino acid modification; P:protein initiator methionine removal involved in protein maturation; F:mRNA binding; F:iron ion binding; F:protein binding; F:nickel cation binding; F:manganese ion binding; F:cobalt ion binding; F:metalloaminopeptidase activity; C:mitochondrion; C:chloroplast; C:cytosolic ribosome	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001714 (PRINTS); IPR000994 (PFAM); IPR036005 (G3DSA:3.90.230.GENE3D); IPR002467 (TIGRFAM); PTHR43330 (PANTHER); PTHR43330:SF7 (PANTHER); IPR002467 (HAMAP); IPR002467 (CDD); IPR036005 (SUPERFAMILY)	P:GO:0006508; F:GO:0070006	P:proteolysis; F:metalloaminopeptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62480_SNP_2374442-exonerate_est2genome-gene-0.0-mRNA-4	RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S	243	20	4.93119E-159	72.57	35	P:GO:0000209; P:GO:0006509; P:GO:0008595; P:GO:0009792; P:GO:0009926; P:GO:0019882; P:GO:0030163; P:GO:0030590; P:GO:0043171; P:GO:0044419; P:GO:0045766; P:GO:0046662; P:GO:0051661; P:GO:0071456; P:GO:0120113; P:GO:1900195; P:GO:1903538; P:GO:1990947; F:GO:0004175; F:GO:0005164; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0000328; C:GO:0000793; C:GO:0005615; C:GO:0005771; C:GO:0005788; C:GO:0005793; C:GO:0005829; C:GO:0005886; C:GO:0030667; C:GO:0061957; C:GO:0097431	P:protein polyubiquitination; P:membrane protein ectodomain proteolysis; P:anterior/posterior axis specification, embryo; P:embryo development ending in birth or egg hatching; P:auxin polar transport; P:antigen processing and presentation; P:protein catabolic process; P:first cell cycle pseudocleavage; P:peptide catabolic process; P:biological process involved in interspecies interaction between organisms; P:positive regulation of angiogenesis; P:regulation of oviposition; P:maintenance of centrosome location; P:cellular response to hypoxia; P:cytoplasm to vacuole transport by the NVT pathway; P:positive regulation of oocyte maturation; P:regulation of meiotic cell cycle process involved in oocyte maturation; P:exit from meiosis; F:endopeptidase activity; F:tumor necrosis factor receptor binding; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:fungal-type vacuole lumen; C:condensed chromosome; C:extracellular space; C:multivesicular body; C:endoplasmic reticulum lumen; C:endoplasmic reticulum-Golgi intermediate compartment; C:cytosol; C:plasma membrane; C:secretory granule membrane; C:NVT complex; C:mitotic spindle pole	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001930 (PRINTS); IPR042097 (G3DSA:2.60.40.GENE3D); IPR045357 (PFAM); IPR027268 (G3DSA:1.10.390.GENE3D); IPR014782 (PFAM); PTHR11533:SF269 (PANTHER); PTHR11533 (PANTHER); IPR034016 (CDD); IPR042097 (SUPERFAMILY); SSF55486 (SUPERFAMILY)	P:GO:0006508; F:GO:0008237; F:GO:0008270	P:proteolysis; F:metallopeptidase activity; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62480_SNP_2374442-exonerate_est2genome-gene-0.0-mRNA-5	RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S	243	20	4.93119E-159	72.57	35	P:GO:0000209; P:GO:0006509; P:GO:0008595; P:GO:0009792; P:GO:0009926; P:GO:0019882; P:GO:0030163; P:GO:0030590; P:GO:0043171; P:GO:0044419; P:GO:0045766; P:GO:0046662; P:GO:0051661; P:GO:0071456; P:GO:0120113; P:GO:1900195; P:GO:1903538; P:GO:1990947; F:GO:0004175; F:GO:0005164; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0000328; C:GO:0000793; C:GO:0005615; C:GO:0005771; C:GO:0005788; C:GO:0005793; C:GO:0005829; C:GO:0005886; C:GO:0030667; C:GO:0061957; C:GO:0097431	P:protein polyubiquitination; P:membrane protein ectodomain proteolysis; P:anterior/posterior axis specification, embryo; P:embryo development ending in birth or egg hatching; P:auxin polar transport; P:antigen processing and presentation; P:protein catabolic process; P:first cell cycle pseudocleavage; P:peptide catabolic process; P:biological process involved in interspecies interaction between organisms; P:positive regulation of angiogenesis; P:regulation of oviposition; P:maintenance of centrosome location; P:cellular response to hypoxia; P:cytoplasm to vacuole transport by the NVT pathway; P:positive regulation of oocyte maturation; P:regulation of meiotic cell cycle process involved in oocyte maturation; P:exit from meiosis; F:endopeptidase activity; F:tumor necrosis factor receptor binding; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:fungal-type vacuole lumen; C:condensed chromosome; C:extracellular space; C:multivesicular body; C:endoplasmic reticulum lumen; C:endoplasmic reticulum-Golgi intermediate compartment; C:cytosol; C:plasma membrane; C:secretory granule membrane; C:NVT complex; C:mitotic spindle pole	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001930 (PRINTS); IPR042097 (G3DSA:2.60.40.GENE3D); IPR045357 (PFAM); IPR027268 (G3DSA:1.10.390.GENE3D); IPR014782 (PFAM); PTHR11533:SF269 (PANTHER); PTHR11533 (PANTHER); IPR034016 (CDD); IPR042097 (SUPERFAMILY); SSF55486 (SUPERFAMILY)	P:GO:0006508; F:GO:0008237; F:GO:0008270	P:proteolysis; F:metallopeptidase activity; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.2-mRNA-1	RecName: Full=Serine/threonine-protein kinase BSK1; AltName: Full=Brassinosteroid-signaling kinase 1	227	15	1.11827E-141	69.9	16	P:GO:0006468; P:GO:0009737; P:GO:0010098; P:GO:0042742; P:GO:0045087; P:GO:0050832; P:GO:0080159; P:GO:1900459; P:GO:1902533; F:GO:0004674; F:GO:0004712; F:GO:0005515; F:GO:0005524; F:GO:0106310; C:GO:0005819; C:GO:0009898	P:protein phosphorylation; P:response to abscisic acid; P:suspensor development; P:defense response to bacterium; P:innate immune response; P:defense response to fungus; P:zygote elongation; P:positive regulation of brassinosteroid mediated signaling pathway; P:positive regulation of intracellular signal transduction; F:protein serine/threonine kinase activity; F:protein serine/threonine/tyrosine kinase activity; F:protein binding; F:ATP binding; F:protein serine kinase activity; C:spindle; C:cytoplasmic side of plasma membrane	EC:2.7.12.1	Dual-specificity kinase	IPR011990 (G3DSA:1.25.40.GENE3D); PTHR45863:SF24 (PANTHER); IPR045845 (PANTHER); IPR011990 (SUPERFAMILY)	P:GO:0009742; F:GO:0004672; F:GO:0005515	P:brassinosteroid mediated signaling pathway; F:protein kinase activity; F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_5277_SNP_211152-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=G-box-binding factor 1; Short=AtGBF1; AltName: Full=bZIP transcription factor 41; Short=AtbZIP41	227	9	1.13931E-48	55.56	8	P:GO:0006355; P:GO:0009637; P:GO:0019760; F:GO:0000976; F:GO:0003700; F:GO:0005515; C:GO:0005634; C:GO:0005737	P:regulation of transcription, DNA-templated; P:response to blue light; P:glucosinolate metabolic process; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:protein binding; C:nucleus; C:cytoplasm			PF16596 (PFAM); IPR012900 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR044827 (PANTHER); PTHR45967:SF16 (PANTHER)	P:GO:0006355; F:GO:0003700; F:GO:0043565	P:regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_19888_SNP_3195966-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=Methionine aminopeptidase 1; Short=MAP 1; Short=MetAP 1; AltName: Full=Peptidase M 1	226	20	1.62805E-152	75.47	16	P:GO:0006417; P:GO:0006555; P:GO:0010629; P:GO:0018206; P:GO:0031365; P:GO:0035551; F:GO:0003729; F:GO:0005506; F:GO:0005515; F:GO:0016151; F:GO:0030145; F:GO:0050897; F:GO:0070006; C:GO:0005739; C:GO:0009507; C:GO:0022626	P:regulation of translation; P:methionine metabolic process; P:negative regulation of gene expression; P:peptidyl-methionine modification; P:N-terminal protein amino acid modification; P:protein initiator methionine removal involved in protein maturation; F:mRNA binding; F:iron ion binding; F:protein binding; F:nickel cation binding; F:manganese ion binding; F:cobalt ion binding; F:metalloaminopeptidase activity; C:mitochondrion; C:chloroplast; C:cytosolic ribosome	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001714 (PRINTS); IPR000994 (PFAM); IPR036005 (G3DSA:3.90.230.GENE3D); IPR002467 (TIGRFAM); PTHR43330:SF7 (PANTHER); PTHR43330 (PANTHER); IPR002467 (HAMAP); IPR002467 (CDD); IPR036005 (SUPERFAMILY)	P:GO:0006508; F:GO:0070006	P:proteolysis; F:metalloaminopeptidase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-1	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	220	20	8.7704E-144	66.39	40	P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030666; C:GO:0030667; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686	P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:endocytic vesicle membrane; C:secretory granule membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse			IPR001388 (PRINTS); IPR010908 (SMART); G3DSA:3.30.450.50 (GENE3D); IPR010908 (PFAM); G3DSA:1.20.5.110 (GENE3D); IPR042855 (PFAM); PTHR21136 (PANTHER); PTHR21136:SF172 (PANTHER); IPR042855 (PROSITE_PROFILES); IPR010908 (PROSITE_PROFILES); IPR010908 (CDD); cd15843 (CDD); IPR011012 (SUPERFAMILY); SSF58038 (SUPERFAMILY)	P:GO:0016192; C:GO:0016021	P:vesicle-mediated transport; C:integral component of membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-3	RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor	217	20	2.83527E-103	69.42	12	P:GO:0010214; P:GO:0016554; P:GO:0016556; P:GO:0031425; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:seed coat development; P:cytidine to uridine editing; P:mRNA modification; P:chloroplast RNA processing; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR032867 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926 (PANTHER); PTHR47926:SF99 (PANTHER); PS51257 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_protein2genome-gene-0.0-mRNA-3	RecName: Full=ATP-dependent zinc metalloprotease FtsH	207	20	1.54141E-138	91.96	15	P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969	P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane	EC:3.4.24; EC:3.6.1	Acting on peptide bonds (peptidases); Acting on acid anhydrides	IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003959 (PFAM); PTHR23076 (PANTHER); PTHR23076:SF113 (PANTHER); cd00009 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-1	RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor	206	20	4.85439E-95	66.86	12	P:GO:0010214; P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:seed coat development; P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds			
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-2	RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor	206	20	6.54194E-95	66.47	12	P:GO:0010214; P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:seed coat development; P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds			
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-2	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	191	20	3.05273E-124	66.88	40	P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030666; C:GO:0030667; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686	P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:endocytic vesicle membrane; C:secretory granule membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse			IPR001388 (PRINTS); IPR010908 (SMART); IPR042855 (PFAM); G3DSA:1.20.5.110 (GENE3D); G3DSA:3.30.450.50 (GENE3D); IPR010908 (PFAM); PTHR21136 (PANTHER); PTHR21136:SF172 (PANTHER); IPR042855 (PROSITE_PROFILES); IPR010908 (PROSITE_PROFILES); IPR010908 (CDD); SSF58038 (SUPERFAMILY); IPR011012 (SUPERFAMILY)	P:GO:0016192; C:GO:0016021	P:vesicle-mediated transport; C:integral component of membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_28087_SNP_43758310-exonerate_est2genome-gene-0.1-mRNA-1	RecName: Full=ABC transporter G family member STR; AltName: Full=Protein STUNTED ARBUSCULE	190	20	9.38514E-84	68.71	62	P:GO:0003008; P:GO:0007034; P:GO:0009408; P:GO:0009409; P:GO:0009414; P:GO:0009610; P:GO:0009611; P:GO:0009733; P:GO:0009738; P:GO:0009739; P:GO:0009751; P:GO:0009753; P:GO:0010025; P:GO:0010148; P:GO:0010152; P:GO:0010222; P:GO:0010345; P:GO:0010496; P:GO:0010588; P:GO:0010597; P:GO:0015878; P:GO:0015908; P:GO:0030638; P:GO:0032218; P:GO:0036377; P:GO:0042335; P:GO:0042908; P:GO:0048581; P:GO:0051607; P:GO:0055075; P:GO:0055078; P:GO:0071456; P:GO:0071472; P:GO:0080051; P:GO:0080110; P:GO:0080168; P:GO:0080172; P:GO:0098754; P:GO:0140115; P:GO:1901002; P:GO:1901656; P:GO:1902074; P:GO:1903825; P:GO:2000032; F:GO:0005524; F:GO:0015225; F:GO:0015245; F:GO:0015562; F:GO:0032217; F:GO:0042803; F:GO:0042910; F:GO:0140359; C:GO:0005634; C:GO:0005775; C:GO:0005789; C:GO:0009897; C:GO:0016021; C:GO:0016324; C:GO:0048225; C:GO:0048226; C:GO:0070505; C:GO:0085042	P:system process; P:vacuolar transport; P:response to heat; P:response to cold; P:response to water deprivation; P:response to symbiotic fungus; P:response to wounding; P:response to auxin; P:abscisic acid-activated signaling pathway; P:response to gibberellin; P:response to salicylic acid; P:response to jasmonic acid; P:wax biosynthetic process; P:transpiration; P:pollen maturation; P:stem vascular tissue pattern formation; P:suberin biosynthetic process; P:intercellular transport; P:cotyledon vascular tissue pattern formation; P:green leaf volatile biosynthetic process; P:biotin transport; P:fatty acid transport; P:polyketide metabolic process; P:riboflavin transport; P:arbuscular mycorrhizal association; P:cuticle development; P:xenobiotic transport; P:negative regulation of post-embryonic development; P:defense response to virus; P:potassium ion homeostasis; P:sodium ion homeostasis; P:cellular response to hypoxia; P:cellular response to salt stress; P:cutin transport; P:sporopollenin biosynthetic process; P:abscisic acid transport; P:petal epidermis patterning; P:detoxification; P:export across plasma membrane; P:positive regulation of response to salt stress; P:glycoside transport; P:response to salt; P:organic acid transmembrane transport; P:regulation of secondary shoot formation; F:ATP binding; F:biotin transmembrane transporter activity; F:fatty acid transmembrane transporter activity; F:efflux transmembrane transporter activity; F:riboflavin transmembrane transporter activity; F:protein homodimerization activity; F:xenobiotic transmembrane transporter activity; F:ABC-type transporter activity; C:nucleus; C:vacuolar lumen; C:endoplasmic reticulum membrane; C:external side of plasma membrane; C:integral component of membrane; C:apical plasma membrane; C:suberin network; C:Casparian strip; C:pollen coat; C:periarbuscular membrane	EC:7	Translocases	IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR48042:SF10 (PANTHER); PTHR48042 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0005524	F:ATP binding
